Molecule_ID,InChIKey,SMILES,alpha,beta,delta,gamma
CFMOL_020089,ZRIUHXJPMOQJOP-FQEVSTJZSA-N,COc1ccc(C#Cc2cccc3cc([C@H](C)NC(=O)c4c(N)nn5cccnc45)n(-c4ccccc4)c(=O)c23)cn1,2000.0,2000.0,2000.0,2000.0
CFMOL_020090,ZRJKXNSIGPWKSF-HDICACEKSA-N,CC(=O)N1C[C@@H](C)N(c2cc(F)cc(-c3cc(-c4ccnn4C4CCOCC4)c4c(N)ncnn34)c2)[C@@H](C)C1,,,0.9,
CFMOL_020091,ZRKHDIABAALLSW-WSDLNYQXSA-N,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)/N=C/c1cnn2ccc(-c3cccnc3)nc12,1240.0,,,
CFMOL_020092,ZRKUWCOJXZHFBL-UHFFFAOYSA-N,Nc1nc2cc(-c3ccc4nccc(N5CCOCC5)c4c3)ccc2o1,100.0,,1000.0,100.0
CFMOL_020093,ZRLCNRCZZGRZFX-UHFFFAOYSA-N,CCn1ncc2c(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(N(C)C)nc4)cc3)nc21,282.0,,,
CFMOL_020094,ZRLHXMYWTLBXDD-IBGZPJMESA-N,Cc1nc(NC(=O)N2CCC[C@@]2(C)C(N)=O)sc1-c1ccnc(-n2ccnc2C)n1,210.0,,,
CFMOL_020095,ZRMYOWNHQGRHHE-UHFFFAOYSA-N,Nc1ncnc2c1c(-c1cnn(CCO)c1)nn2Cc1cc2ccccc2nc1-c1ccccc1,,,550.0,1000.0
CFMOL_020096,ZRNOFVLNBAYQHX-CLOONOSVSA-N,Cc1nnc2n1[C@H]1CCN(Cc3cc4nc(-c5cccc6[nH]ccc56)nc(N5CCOCC5)c4s3)C[C@H]1CC2,3162.0,316.0,0.7943,1584.89
CFMOL_020097,ZRNOFVLNBAYQHX-DFBJGRDBSA-N,Cc1nnc2n1[C@H]1CCN(Cc3cc4nc(-c5cccc6[nH]ccc56)nc(N5CCOCC5)c4s3)C[C@@H]1CC2,1995.0,316.0,1.0,794.0
CFMOL_020098,ZRNOFVLNBAYQHX-UQBPGWFLSA-N,Cc1nnc2n1[C@@H]1CCN(Cc3cc4nc(-c5cccc6[nH]ccc56)nc(N5CCOCC5)c4s3)C[C@@H]1CC2,,,0.7943,
CFMOL_020099,ZRNOMAUJWZTHTM-NDEPHWFRSA-N,CCn1c(-c2cnc(C)nc2)nc2c(-c3ccc4c(c3)[C@@]3(CCCN3C(=O)C3CC3)C(=O)N4C)ncnc21,,,2.2,
CFMOL_020100,ZRNOMAUJWZTHTM-UHFFFAOYSA-N,CCn1c(-c2cnc(C)nc2)nc2c(-c3ccc4c(c3)C3(CCCN3C(=O)C3CC3)C(=O)N4C)ncnc21,,,2.0,
CFMOL_020101,ZROMYDRTXVSXQU-UHFFFAOYSA-N,CCc1nc(-c2cc(-c3cncc(N4CCOCC4)c3)ccn2)[nH]c1C,,,100.0,100.0
CFMOL_020102,ZRPRMFVDWQIWGO-UHFFFAOYSA-N,Cn1cc(-c2cc(-c3ccc4cnn(C5CCS(=O)(=O)CC5)c4c3)n3ncnc(N)c23)cn1,,,14.0,
CFMOL_020103,ZRPYHIRNXDXHRX-UHFFFAOYSA-N,CN1CCN(C2CC(n3nc(-c4cc5cc(O)ccc5[nH]4)c4c(N)ncnc43)C2)CC1,500.0,,500.0,500.0
CFMOL_020104,ZRQSRGZQXDOBHL-UHFFFAOYSA-N,Cc1ncc(-c2nc3c(-c4ccc5c(c4)C4(CCCN4C(C)C)C(=O)N5)ncnc3n2C)cn1,,,2.0,
CFMOL_020105,ZRSCVKQQFCOUGY-KRWDZBQOSA-N,Cc1cc([C@H](C)Nc2ccccc2C(=O)O)c2oc(N3Cc4ccccc4C3)cc(=O)c2c1,,110.0,10000.0,10000.0
CFMOL_020106,ZRSCVKQQFCOUGY-UHFFFAOYSA-N,Cc1cc(C(C)Nc2ccccc2C(=O)O)c2oc(N3Cc4ccccc4C3)cc(=O)c2c1,500.0,,,
CFMOL_020107,ZRSCYQYFITZXRA-UHFFFAOYSA-N,C=C(F)C(=O)N1CCN(c2ncnc3ccc(-c4cnc(OC)c(NS(=O)(=O)c5c(F)cccc5F)c4)cc23)CC1,2.5,,12.9,
CFMOL_020108,ZRSRYVGCGYGGPJ-UHFFFAOYSA-N,COC1CCN(c2c(C(C)NC(=O)c3c(N)nn4cccnc34)cc(Cl)c3cncn23)C1,,,500.0,100.0
CFMOL_020109,ZRUHTWUOWJBBDO-VAWYXSNFSA-N,Cc1noc(/C=C/C(=O)N2CC(CN(C)c3nc(OCC45CCCN4CCC5)nc4c(F)c(-c5cccc6cccc(Cl)c56)ncc34)C2)n1,10.0,,,
CFMOL_020110,ZRVLISHYOWWSEY-ZDUSSCGKSA-N,CCNC(=O)Nc1cccc(-n2c([C@H](C)Oc3ncnc(N)c3C#N)nc3cccc(Cl)c3c2=O)c1,,,2000.0,
CFMOL_020111,ZRVNAAUXHTYULC-UHFFFAOYSA-N,CC(=O)N1CCN(c2cncc(-c3cc(-c4ccnn4C4CCOCC4)c4c(N)ncnn34)c2)CC1,,,5.0,
CFMOL_020112,ZRVVKDKULRSOLE-UHFFFAOYSA-N,CS(=O)(=O)c1cncc(-c2cc(Cl)c3nc(N)nn3c2)c1,100000.0,100000.0,100000.0,1995.0
CFMOL_020113,ZRWPCSDPXBRLOU-NFOMZHRRSA-N,CCn1c(-c2cnc(C)nc2)nc2c(O[C@H]3CCN(C(=O)C4CC4C(F)F)C3)ncnc21,,,3.0,
CFMOL_020114,ZRXUOLBVPGGBTF-UHFFFAOYSA-N,COc1cc2ncc3c(c2cc1-c1cnn(C)c1)n(-c1c(F)cncc1C#N)c(=O)n3C,30000.0,30000.0,30000.0,30000.0
CFMOL_020115,ZRXYEJKMJIIUFW-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)NC23CC(C(=O)O)(C2)C3)cc1-c1cnc2c(N)nc(C(F)(F)F)cn12,,,2000.0,100.0
CFMOL_020116,ZRYVMWWFILNTSK-UHFFFAOYSA-N,COc1cccc2c1nc(C(F)F)n2-c1nc(N2CCOCC2)nc(N2CCC(N(CCCN3CCOCC3)S(C)(=O)=O)CC2)n1,24.0,1250.0,151.0,
CFMOL_020117,ZRYXZDJROGBFQA-UHFFFAOYSA-N,CC(c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12)N(C)c1cc(F)cc(Cl)c1,,12.0,,
CFMOL_020118,ZRZMLZUPGYVUGT-UHFFFAOYSA-N,O=c1cc(N2CCOCC2)[nH]c2c(Oc3ccccc3F)cccc12,,,,7260.0
CFMOL_020119,ZSAGXWMRDJNQTG-UHFFFAOYSA-N,CC(=O)N1CCN(c2cccc(-c3cc(-c4ccnn4C4CCOCC4)c4c(N)ncnn34)c2)CC1c1ccccc1,,,4.3,
CFMOL_020120,ZSAJPWOGVMFXHN-UHFFFAOYSA-N,Nc1ncnc2c1c(-c1ccc3cc[nH]c3c1)nn2C1CCCC1,4000.0,7000.0,966.0,1500.0
CFMOL_020121,ZSAOLZHLLITNBU-UHFFFAOYSA-N,CN1CCC(Nc2cnc3ccc(-c4ccc5oc(N)nc5c4)cc3n2)CC1,100.0,1000.0,100.0,1000.0
CFMOL_020122,ZSBKVDGAHDJYQD-ZDUSSCGKSA-N,COc1cc(-c2nc3c(c(C(C)(C)S(C)(=O)=O)n2)OC[C@@H]2COCCN32)c2cc[nH]c2c1,820.0,,,
CFMOL_020123,ZSDLDNPOVCBDFJ-DEOSSOPVSA-N,Cc1nc(N)nc(N2CCC[C@H]2c2nc3cccc(-c4cccnc4)c3c(=O)n2-c2ccccc2)c1C#N,260.0,,15.0,140.0
CFMOL_020124,ZSEKNBCKQHQTBI-INIZCTEOSA-N,Cc1nc(Nc2cccc(N3CCNCC3=O)n2)sc1-c1cc2c(c(S(C)(=O)=O)c1)C(=O)N([C@@H](C)C1CC1)C2,104.0,729.0,1.7,1.6
CFMOL_020125,ZSEMQAVSTMXKJP-UHFFFAOYSA-N,CC(=O)Nc1nc2c(C)cc(-c3cncc(S(C)(=O)=O)c3)cn2n1,39810.7,19952.6,5011.87,100.0
CFMOL_020126,ZSHMEUPLOJLJKP-UHFFFAOYSA-N,Cc1ccc(C(O)(C(N)=O)C(F)(F)F)cc1-c1cnc(N)c(C(=O)NC2CCC(F)(F)CC2)n1,,,100.0,100.0
CFMOL_020127,ZSIMXZKGXNIYSB-UHFFFAOYSA-N,Cc1ncnc(-c2ccc(F)c(C(=O)N(C)C)c2)c1C#Cc1ccc(N)nc1,254.0,,,
CFMOL_020128,ZSIOFPNWPXIYGA-UHFFFAOYSA-N,Cc1nc(-c2cc(C3=CCN(Cc4ccc(Cl)cc4)C3)ccn2)[nH]c1C,,,500.0,500.0
CFMOL_020129,ZSJJJWHCUAILSM-UHFFFAOYSA-N,CC(NC(=O)c1c(N)nn2cccnc12)c1cc(Cl)c2cncn2c1-c1cc[nH]n1,,,500.0,100.0
CFMOL_020130,ZSJWHELFMNPLJK-UHFFFAOYSA-N,Nc1cc(NC(=O)c2cc(F)cc(C(F)(F)F)c2)c2c3c1CCN3C(=O)NC2c1cc(F)ccc1C(F)(F)F,250.0,,,
CFMOL_020131,ZSKCJMYWUFPTLS-IERDGZPVSA-N,N#Cc1c(N)nc(N)nc1N1C[C@H](NC(=O)CC2CC2)C[C@H]1c1nc2cccc(Cl)c2c(=O)n1-c1ccccc1,,,0.9,
CFMOL_020132,ZSSRTWRLQWTKMG-UHFFFAOYSA-N,CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)CCO)cc2c(=O)cc(N3CCOCC3)oc12,90.0,4.0,62.0,530.0
CFMOL_020133,ZSSSTGOVHKNPQC-UHFFFAOYSA-N,O=c1nc(N2CCOCC2)oc2c(-c3ccccc3)c(OCc3ccccn3)ccc12,,,4000.0,
CFMOL_020134,ZSTHFGAGACTOGZ-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)N2CC(C3CCOC3)C2)cc1-c1cnc2c(N)ncnn12,,,100.0,500.0
CFMOL_020135,ZSTKPVNMFBRRQO-IBGZPJMESA-N,CCc1ncnc(-c2ccc(C(=O)N3CC[C@H](N(C)C)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,129.0,,,
CFMOL_020136,ZSTKPVNMFBRRQO-LJQANCHMSA-N,CCc1ncnc(-c2ccc(C(=O)N3CC[C@@H](N(C)C)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,232.0,,,
CFMOL_020137,ZSTKPVNMFBRRQO-UHFFFAOYSA-N,CCc1ncnc(-c2ccc(C(=O)N3CCC(N(C)C)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,176.0,,,
CFMOL_020138,ZSULGSBYHBBKGS-UHFFFAOYSA-N,O=C(Nc1ccncc1)c1ccc(-c2csc3c(=O)cc(N4CCOCC4)oc23)cc1,187.0,,,
CFMOL_020139,ZSYJEXDXBQMYNU-DBQZHCBRSA-N,CN(c1nc(OCC23CCCN2CCC3)nc2c1CCN(c1cccc3cccc(Cl)c13)C2)[C@@H]1CCN(C(=O)/C=C/c2nc(C3CC3)no2)C1,55.0,,,
CFMOL_020140,ZSZOBLZTTUIELQ-UHFFFAOYSA-N,Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1c(F)cccc1F,0.8,,,
CFMOL_020141,ZSZOSRMLJXLRIB-UHFFFAOYSA-N,O=c1nc(N2CCOCC2)oc2c(-c3ccc(Cl)cc3)c(OCc3cccnc3)ccc12,,,10100.0,
CFMOL_020142,ZTBMGHVZAZIFDV-UHFFFAOYSA-N,CS(=O)(=O)N1CCc2nc3c(N4CCOCC4)nc(-c4cnc(N)nc4)cn3c2C1,33.0,,,
CFMOL_020143,ZTBMTJOQEDUJPZ-UHFFFAOYSA-N,COCC1(N(C)S(=O)(=O)c2ccc(C)c(-c3cnc4c(N)ncnn34)c2)CC1,,,2000.0,100.0
CFMOL_020144,ZTCDPONKZPHZEK-UHFFFAOYSA-N,Cn1ccc2cc(-c3nc(N4CCOCC4)c4cnn(C5CCN(Cc6ccccc6)CC5)c4n3)ccc21,5190.0,,,
CFMOL_020145,ZTEGCYIJCDMWEI-UHFFFAOYSA-N,CCN(C(=O)C1=CSC2C=CC=CC12)c1nnc2cc(Nc3ccccc3C)c(N)cn12,55000.0,,,
CFMOL_020146,ZTFPHVNLMKRBQU-SANMLTNESA-N,CCn1c(-c2cnc(C)nc2)nc2c(-c3ccc4c(c3)[C@@]3(CCCN3C(C)C)C(=O)N4)ncnc21,,,3.2,
CFMOL_020147,ZTFPHVNLMKRBQU-UHFFFAOYSA-N,CCn1c(-c2cnc(C)nc2)nc2c(-c3ccc4c(c3)C3(CCCN3C(C)C)C(=O)N4)ncnc21,,,3.0,
CFMOL_020148,ZTHRHBAWBUSBPS-UHFFFAOYSA-N,C=C(C)N1CCC(n2ncc3ccc(-c4cc(-c5ccnn5C5CCOCC5)c5c(N)ncnn45)cc32)CC1,,,2.0,
CFMOL_020149,ZTIDFTXUECPNOC-UHFFFAOYSA-N,CCN1CCN(C(C)c2cc3c(cc2F)OCCn2cc(-c4nc(C)nn4C(C)C)nc2-3)CC1,,,4.85,
CFMOL_020150,ZTJJVKFUXQTYML-INIZCTEOSA-N,Cc1c(N2Cc3ccccc3C2)oc2c([C@H](C)Nc3ccccc3C(=O)O)cc(C(F)(F)F)cc2c1=O,500.0,,,
CFMOL_020151,ZTKGDSRQCGNDPW-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)N2CC3C(O)C2CN3C2CCCC2C#N)cc1-c1cnc2c(N)nc(C(F)(F)F)nn12,,,2000.0,100.0
CFMOL_020152,ZTKSBSDLRDQGEC-UHFFFAOYSA-N,Cc1ccc(C(O)(c2nnnn2C)C(F)(F)F)cc1-c1cnc2c(N)nc(C(F)(F)F)cn12,,,500.0,100.0
CFMOL_020153,ZTLGAYSVVFMYOC-UHFFFAOYSA-N,COc1cc(Nc2nc3ccccc3nc2NS(=O)(=O)c2cccnc2)cc(C(=O)N2CCN(C)CC2)c1,,,,3340.0
CFMOL_020154,ZTMZOOBBTDSQCV-UHFFFAOYSA-N,O=S(=O)(Nc1cc(-c2cnc3ccccn23)cnc1Cl)c1ccc(F)cc1,30.0,,,
CFMOL_020155,ZTNHCLKLDRFVEL-NSHDSACASA-N,Cc1ccncc1-n1c([C@H](C)Nc2nc(N)nc(N)c2C#N)nc2cccc(C(F)(F)F)c2c1=O,,,2.0,
CFMOL_020156,ZTOKQSUVJJWFOD-UHFFFAOYSA-N,Cc1nc(N)nc(-c2c(Nc3ccn[nH]3)nc3ccc(-c4cccc(F)c4)cn23)n1,654.0,,,
CFMOL_020157,ZTPNPGDEAXVPFU-ZIFCJYIRSA-N,COc1c(OC[C@H](O)CN2C[C@@H](C)O[C@@H](C)C2)ccc2c3n(c(=NC(=O)c4cccnc4C)nc12)CCN3,,5.36,,
CFMOL_020158,ZTQBCYNJORDWPA-QPJJXVBHSA-N,COc1ncc(-c2ccc3ncnc(N4CCN(C(=O)/C=C/C(C)=O)CC4)c3c2)cc1NS(=O)(=O)c1ccncc1C,4.1,,11.0,
CFMOL_020159,ZTQOHJNXDAUMOA-UHFFFAOYSA-N,COc1cc(-c2nn(C3CCCC3)c3ncnc(N)c23)ccc1N,520.0,2880.0,144.0,271.0
CFMOL_020160,ZTRPCLBLPZQUOF-VUWPPUDQSA-N,C[C@H](Nc1ncnc(N)c1C#N)c1nc2cccc(Cl)c2c(=O)n1N1CCC(N)C1,,,1000.0,10000000.0
CFMOL_020161,ZTRQSFNCGCYKND-FPYGCLRLSA-N,COc1ncc(-c2ccc3ncnc(N4CCN(C(=O)/C=C/C(C)=O)CC4)c3c2)cc1NS(=O)(=O)c1ccc(F)cn1,1.9,,19.7,
CFMOL_020162,ZTSLAHDEBSRQIL-UHFFFAOYSA-N,CNC(=O)c1cnc(Nc2ccccc2C)c(NC(=O)c2cccc3ccccc23)c1,55000.0,,,
CFMOL_020163,ZTSUJABPDFAIGI-UHFFFAOYSA-N,COc1ncc(-c2cc(OCCCCCC(=O)NO)c3ncnc(C)c3c2)cc1F,30.0,,,
CFMOL_020164,ZTTGEWWYMWJPHJ-UHFFFAOYSA-N,CCOc1c(C(C)n2nc(C)c3c(N)ncnc32)cc(Cl)c(F)c1C1CN(CC(N)=O)C1,,10.0,10.0,
CFMOL_020165,ZTTPIMYWVRADFY-HNNXBMFYSA-N,C[C@H](Nc1cccc(F)c1)c1cc(C(=O)NCCO)cc2ncc(N3CCOCC3)nc12,,513.0,,
CFMOL_020166,ZTTPIMYWVRADFY-OAHLLOKOSA-N,C[C@@H](Nc1cccc(F)c1)c1cc(C(=O)NCCO)cc2ncc(N3CCOCC3)nc12,,44.0,,
CFMOL_020167,ZTTVDKACTJBDHD-UHFFFAOYSA-N,Cn1ccc2cc(-c3nc(CS(C)(=O)=O)cc(N4CCOCC4)n3)ccc21,24000.0,,,
CFMOL_020168,ZTUGTNZSYGNOFE-INSVYWFGSA-N,COc1c(C(C)n2nc(C)c3c(N)ncnc32)cc(Cl)c(C)c1C1CN(C[C@H](O)C(F)(F)F)C1,,10.0,10.0,
CFMOL_020169,ZTUGTNZSYGNOFE-PVQCJRHBSA-N,COc1c(C(C)n2nc(C)c3c(N)ncnc32)cc(Cl)c(C)c1C1CN(C[C@@H](O)C(F)(F)F)C1,,10.0,10.0,
CFMOL_020170,ZTUGTNZSYGNOFE-UHFFFAOYSA-N,COc1c(C(C)n2nc(C)c3c(N)ncnc32)cc(Cl)c(C)c1C1CN(CC(O)C(F)(F)F)C1,,,10.0,
CFMOL_020171,ZTUKXMAIBSPUIE-UHFFFAOYSA-N,COc1ncc(-c2ccc3nccc(C#CCN4CCOCC4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,2.1,,,
CFMOL_020172,ZTVMJVCYGUPZPC-UHFFFAOYSA-N,Cc1ncc(-c2nc(-c3cc(S(=O)(=O)NCC(C)(C)O)ccc3C)cnc2N)s1,55.0,,,6.0
CFMOL_020173,ZTWJBZSIRKIVEJ-LBPRGKRZSA-N,C[C@H](Nc1ncnc2scnc12)c1nc2cccc(Cl)c2c(=O)n1N1CCN(CC(F)F)CC1,,,37000.0,5300000.0
CFMOL_020174,ZTWYTYUOHYGWSG-UHFFFAOYSA-N,Cc1ccc(-c2n[nH]c3ncnc(N)c23)cc1O,1500.0,5870.0,660.0,852.0
CFMOL_020175,ZTXDHUWPUMVZCM-INIZCTEOSA-N,Cc1nc(Nc2cccc(N3CCCCC3=O)n2)sc1-c1cc2c(c(S(=O)(=O)NC3COC3)c1)C(=O)N([C@@H](C)C(F)(F)F)C2,50.0,113.0,1.0,1.2
CFMOL_020176,ZTXNRTOMMWDGJY-UHFFFAOYSA-N,COCN1c2c(C(=O)N3CCOCC3)nn(-c3ccccc3)c2-c2ccccc2S1(=O)=O,11700.0,11700.0,11700.0,11700.0
CFMOL_020177,ZUALWMVUCJAHIZ-QMMMGPOBSA-N,C[C@H](Nc1nc(N)nc(N)c1Cl)c1nc2cccc(Cl)c2c(=O)n1CCCN,,,35.0,10000.0
CFMOL_020178,ZUBGJCVSCWDZON-NSHDSACASA-N,C[C@H]1CN(c2nc3cc(-c4ccc5oc(N)nc5c4)ccc3nc2N)CCN1,,,10000.0,10000.0
CFMOL_020179,ZUCDGNXQTAFLFD-UHFFFAOYSA-N,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4ccc5oc(N)nc5c4)nc(N4CCOCC4)c3s2)CC1,100.0,1000.0,1000.0,100.0
CFMOL_020180,ZUDDCZSIUJXJSK-PFWMLDTASA-N,COc1ncc(-c2ccc3ncnc(N4CCN(C(=O)/C=C/C(C)=O)C[C@@H]4C)c3c2)cc1NS(=O)(=O)c1c(F)cc(F)cc1F,0.54,,13.8,
CFMOL_020181,ZUFLWCIDKIFEFC-UHFFFAOYSA-N,NCc1ccc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nn12,80.0,,,
CFMOL_020182,ZUGLIRCXDJWOQM-VIFPVBQESA-N,C[C@H](Nc1nc(N)nc(N)c1C#N)c1nc2c(F)ccc(Br)c2c(=O)n1-c1cccnc1,,,0.6,
CFMOL_020183,ZUIDQDCZMYWGCB-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)NC23CCC(CN4CCOCC4)(CC2)OC3)cc1-c1cnc2c(N)ncnn12,,,500.0,100.0
CFMOL_020184,ZUIRAEJXBWVQAZ-UHFFFAOYSA-N,Cc1[nH]c(-c2cc(-c3cncc(N4CCOCC4)c3)ccn2)nc1C(C)O,,,500.0,500.0
CFMOL_020185,ZUKFNWWZVWOQOH-AMVVHIIESA-N,Cc1cc(/C=N/NC(=O)Nc2ccc(-c3c(-c4nc[nH]n4)sc(N4CCOCC4)c3C#N)cc2)cc(C)c1O,20.0,,,
CFMOL_020186,ZUKGMTHCBGREJH-UHFFFAOYSA-N,CC1(Cc2ccccc2)C(=O)Nc2ccc(-c3ccn4nccc4c3)cc21,,,530.0,
CFMOL_020187,ZUMGFOKBPTVVKE-UHFFFAOYSA-N,Cc1cc(-c2cc(-c3cc(S(=O)(=O)NOCC(C)(C)O)ccc3C)cnc2N)on1,,1200.0,390.0,16.0
CFMOL_020188,ZUNKKMHBYYHGSO-UHFFFAOYSA-N,Cc1cc(C(C)Nc2c(F)cccc2F)c2oc(N3CCOCC3)nc(=O)c2c1,,1219.0,,
CFMOL_020189,ZUNSWLPTCRBOFX-FQEVSTJZSA-N,Cc1ccc(-c2ccn3nc(N)nc3c2)cc1C(=O)NCC[C@H](O)c1ccc(Cl)cc1,,,15000.0,
CFMOL_020190,ZUNSWLPTCRBOFX-HXUWFJFHSA-N,Cc1ccc(-c2ccn3nc(N)nc3c2)cc1C(=O)NCC[C@@H](O)c1ccc(Cl)cc1,,,15000.0,
CFMOL_020191,ZUOOZRKTIWVPFW-UHFFFAOYSA-N,Nc1ncc(-c2cc(OC3CN(C(=O)C4CC4)C3)cc(N3CCOCC3)n2)cn1,34.0,,,
CFMOL_020192,ZUQSHQGUCXJKSV-QFIPXVFZSA-N,Cc1csc2cc([C@H](C)Nc3ncnc(N)c3C#N)c(-c3cccc(CN4CCC(N(C)CC(C)C)CC4)c3)c(=O)n12,630.9599999999999,79.0,0.630957,199.53
CFMOL_020193,ZURALKAFVQVZIL-UHFFFAOYSA-N,O=S(=O)(Nc1cncc(-c2ccc3nccc(-c4ccncc4)c3c2)c1)c1ccc(F)cc1F,0.1,,,
CFMOL_020194,ZURXPHYWYUSFKH-CYBMUJFWSA-N,C#Cc1cnc(N2CCN(C(=O)C3CC3)[C@H](C)C2)nc1-c1cnn(C)c1,,,50.0,
CFMOL_020195,ZUTANCUUXMRVHA-LBPRGKRZSA-N,C[C@H](Nc1ncnc(N)c1C#N)c1nc2cccc(Cl)c2c(=O)n1CCCN(C)C,,,6.0,10000.0
CFMOL_020196,ZUTBSLJYYBYCHA-UHFFFAOYSA-N,Cc1nc(-c2cn3c(n2)-c2cc(C(C)N4CCN(C)CC4)c(F)cc2OCC3)n(C(C)C)n1,,,3.13,
CFMOL_020197,ZUTMGTITWSGRSU-UHFFFAOYSA-N,CNC(=O)c1cnc(Nc2ccccc2C)c(NC(=O)c2ccnc(C(F)(F)F)c2)c1,55000.0,,,
CFMOL_020198,ZUTMTQGPKVQWPJ-UHFFFAOYSA-N,Cn1c(=O)n(C2CCC2)c2c3cc(-c4ccc(OCCCN5CCCC5)nc4)ccc3ncc21,9560.0,,,
CFMOL_020199,ZUUDCVXJBBPEPA-UHFFFAOYSA-N,COc1ncc(-c2nc(N3CCOCC3)nc3c(CN4CCC(C)CC4)c(C)sc23)cc1NS(C)(=O)=O,,,12.0,
CFMOL_020200,ZUUDJPWGLNVXOA-UHFFFAOYSA-N,O=C(Nc1ccc(-c2nc(N3CCOCC3)c3cnn(CC(F)(F)F)c3n2)cc1)Nc1cccnc1,10.0,,,
CFMOL_020201,ZUUGMYLYOJGYTE-UHFFFAOYSA-N,NC(=O)c1cccc(-c2nn(Cc3cc4ccccc4nc3N3CCCC3)c3ncnc(N)c23)c1,,,1000.0,
CFMOL_020202,ZUVZHOWLJUOVKX-UHFFFAOYSA-N,CC(Nc1ccc(F)cc1)c1cc(C(=O)NCCN(C)C)cn2c(=O)cc(N3CCOCC3)nc12,,12.0,,
CFMOL_020203,ZUYDFKYSXSOHGV-UHFFFAOYSA-N,CC1(C)Cc2nc(N3CCOc4ccc(-c5ccc(N)nn5)cc43)sc2C(=O)N1,,,72.0,174.0
CFMOL_020204,ZUYRSTSZRRJDEM-QMMMGPOBSA-N,C[C@H](Nc1ncnc(N)c1Cl)c1nc2cccc(Cl)c2c(=O)n1-c1cnc(N)cn1,,570.0,500.0,10000.0
CFMOL_020205,ZUZFYKSNFFZOSV-INIZCTEOSA-N,Cc1cnc(N[C@@H](C)c2cc3cccc(Cl)c3c(=O)n2-c2ccccc2)nc1C,,10000.0,10000.0,
CFMOL_020206,ZUZKIBPSJJPLFM-UHFFFAOYSA-N,CCn1ccc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)N5CCNCC5)cc4)cc3)nc21,0.8,,,
CFMOL_020207,ZUZPKPRXZFEGST-UHFFFAOYSA-N,Cc1c(Cn2c(C)nn3c(=O)cc(N4CCOCC4)nc23)cccc1C(F)(F)F,630.0,0.6,20.0,790.0
CFMOL_020208,ZUZUXSXOGVJVPB-UHFFFAOYSA-N,O=S(=O)(c1ccccc1)c1nc2ccccc2nc1N1CCCC1,21830.0,,,
CFMOL_020209,ZVBYEOOTKHLNLU-UHFFFAOYSA-N,Nc1nc2cc(-c3ccn4ncc(-c5ccncc5)c4c3)ccc2o1,100.0,100.0,100.0,100.0
CFMOL_020210,ZVEOOEASAJCVCP-UHFFFAOYSA-N,CCc1ncnc(N2CCC(C(C)(C)O)CC2)c1C#Cc1ccc(N)nc1,31.0,,,
CFMOL_020211,ZVESNAIQWJOHRS-GFCCVEGCSA-N,COc1ncc(-c2nc3c(N4CCOC[C@H]4C)ncnc3s2)cc1NS(=O)(=O)c1ccc(F)cc1F,1.9,,,
CFMOL_020212,ZVESNAIQWJOHRS-LBPRGKRZSA-N,COc1ncc(-c2nc3c(N4CCOC[C@@H]4C)ncnc3s2)cc1NS(=O)(=O)c1ccc(F)cc1F,2.0,,,
CFMOL_020213,ZVJTVGZAKQETPE-UHFFFAOYSA-N,Cn1c(-c2ccc(-n3ccnc3)cc2)nc2c(OC3CCN(C(=O)OC(C)(C)C)C3)ncnc21,,,330.0,
CFMOL_020214,ZVKBFCGBELOHKY-UHFFFAOYSA-N,CCOc1c(C(C)n2nc(C)c3c(N)ncnc32)cc(Cl)c(C#N)c1-c1cncnc1,,10.0,10.0,
CFMOL_020215,ZVKWDMAUNDXFOZ-UHFFFAOYSA-N,COC(=O)c1ccc(CNc2nc3ccc(-c4nc(N5CCN(C(C)=O)CC5)nc(N5CCN(C(C)=O)CC5)n4)cc3o2)cc1,10000.0,,,
CFMOL_020216,ZVLSVNCJSAVVGW-UHFFFAOYSA-N,O=S(=O)(Nc1cc(-c2ccc3ncc(N4CCC(F)(F)CC4)nc3c2)cnc1Cl)c1ccc(F)cc1,189.0,,,
CFMOL_020217,ZVMDESIGBTXJLO-UHFFFAOYSA-N,O=C1NCc2c1cc(OC1CN(C(=O)C3CC3)C1)cc2-c1ccc(OC(F)F)nc1,10000.0,5807.0,166.0,10000.0
